platform,type,id,parent_id,url,author,title,text,like_count,reaction_count,view_count,retweet_count,reply_count,comment_count,source,timestamp,parties_mentioned,is_palladam_related,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,region
youtube,post,2sUBKPWIrBA,,https://www.youtube.com/watch?v=2sUBKPWIrBA,News18 Tamil Nadu,🔴LIVE | DMK Women Conference | வெல்லும் தமிழ்ப் பெண்கள்- திமுக மகளிர் மாநாடு | CM MK Stalin | N18L,,,,29210,,,,scrapy_youtube,2026-03-27T22:02:03.516233,"dmk,tvk",True,,,,tamil_nadu_general
youtube,post,2qQp6RdewnI,,https://www.youtube.com/watch?v=2qQp6RdewnI,News18 Tamil Nadu,DMK women's wing conference  | திமுக மகளிர் மாநாடு: குவியத் தொடங்கிய தொண்டர்கள் | Tirupur | Palladam,,,,40923,,,,scrapy_youtube,2026-03-27T22:02:03.515728,"dmk,tvk",True,,,,tiruppur
youtube,post,h5q3j-AGGsA,,https://www.youtube.com/watch?v=h5q3j-AGGsA,PuthiyathalaimuraiTV,🔴LIVE: திமுக மகளிரணி மாநாடு.. அதிரும் பல்லடம் | DMK | MK Stalin | UdhyanidhiStalin,,,,71196,,,,scrapy_youtube,2026-03-27T22:02:01.072072,dmk,True,,,,unknown
youtube,post,MnxTTgnV-EI,,https://www.youtube.com/watch?v=MnxTTgnV-EI,Sathiyam News,திமுக தேர்தல் அறிக்கை தான் ஹீரோ - மாஸாக சொன்ன முதல்வர் | DMKMagalirMaanadu | Tiruppur  | Palladam |,,,,1375,,,,scrapy_youtube,2026-03-27T22:02:01.072072,dmk,True,,,,tiruppur
youtube,post,I7bDi1b-U9g,,https://www.youtube.com/watch?v=I7bDi1b-U9g,NewsTamil 24X7,Tiruppur | StudentDeath | Student's tragic death due to unfortunate decision.. Great tension in T...,,,,89924,,,,scrapy_youtube,2026-03-27T22:02:01.072072,,True,,,,tiruppur
youtube,post,XWApmsnx2EA,,https://www.youtube.com/watch?v=XWApmsnx2EA,MG Traveller,Drive In Palladam Town Road Trip / MG Traveller  / Tamilnadu - India,,,,11434,,,,scrapy_youtube,2026-03-27T22:02:01.072072,,True,,,,tiruppur
youtube,post,HP2sqyO_T7s,,https://www.youtube.com/watch?v=HP2sqyO_T7s,AramNaadu,பல்லடத்தில் நடந்தது என்ன? பல்லடம் படுகொலையின் பகீர் பின்னணி crime selvaraj interview palladam issue,,,,97598,,,,scrapy_youtube,2026-03-27T22:02:01.072072,,True,,,,tiruppur
youtube,post,OANliyPYK_A,,https://www.youtube.com/watch?v=OANliyPYK_A,SPORTS FOREVER ,🔴PALLADAM PREMIER LEAGUE - 2026 #PALLADAM #PPL2 #PALLADAMPREMIERLEAGUR,,,,1255,,,,scrapy_youtube,2026-03-27T22:02:01.072072,,True,,,,tiruppur
youtube,post,3LDtHhw80lk,,https://www.youtube.com/watch?v=3LDtHhw80lk,Sun News,Vellum Tamil Pengal | CM MK Stalin | Palladam | Arrangements | Additional Details,,,,12908,,,,scrapy_youtube,2026-03-27T22:02:01.072072,dmk,True,,,,tiruppur
youtube,post,ryGrdh4dY3o,,https://www.youtube.com/watch?v=ryGrdh4dY3o,Sun News,Rayon fabric production stopped in Tiruppur district | Palladam | Sun News,,,,5247,,,,scrapy_youtube,2026-03-27T22:02:01.072072,,True,,,,tiruppur
youtube,post,SpQz2_M3JFk,,https://www.youtube.com/watch?v=SpQz2_M3JFk,Sun News,Palladam | DMK Vellum Tamil Pengal Manadu Crowd | MK Stalin | Kanimozhi | Sun News,,,,4520,,,,scrapy_youtube,2026-03-27T22:02:01.072072,dmk,True,,,,tiruppur
youtube,post,1hfPW7bu_Kg,,https://www.youtube.com/watch?v=1hfPW7bu_Kg,PALLADAM BASKAR,FIRST TIME IN HELICOPTER RIDE PALLADAM,,,,853,,,,scrapy_youtube,2026-03-27T22:02:01.070358,,True,,,,tiruppur
youtube,post,XSfpgz1emAg,,https://www.youtube.com/watch?v=XSfpgz1emAg,Sun News,Palladam | DMK Pengal Manadu | SenthilBalaji Speech | MK Stalin | Kanimozhi | Sun News,,,,34423,,,,scrapy_youtube,2026-03-27T22:02:01.070358,dmk,True,,,,tiruppur
