platform,type,id,parent_id,url,author,title,text,like_count,reaction_count,view_count,retweet_count,reply_count,comment_count,source,timestamp,parties_mentioned,is_kongu_related,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,region
youtube,video,ygUzY29pbWJhdG9yZSBkbWsgT1IgY29pbWJhdG9yZSBhZG1rIE9SIGNvaW1iYXRvcmUgdHZr,,https://www.youtube.com/watch?v=peX9x42mSsA&pp=ygUzY29pbWJhdG9yZSBkbWsgT1IgY29pbWJhdG9yZSBhZG1rIE9SIGNvaW1iYXRvcmUgdHZr,,ஓட்டை வாய் Vijay! Modiஐ பேச தைரியம் இருக்கா? Trichy வீதியில் அம்பலமான நாடகம்! Pugazhenthi | Stalin,Title: ஓட்டை வாய் Vijay! Modiஐ பேச தைரியம் இருக்கா? Trichy வீதியில் அம்பலமான நாடகம்! Pugazhenthi | Stalin Channel:          ,,,,,,,scrapling_youtube,2026-04-03T14:30:13.774765,"dmk,tvk",False,neutral,0.524,1.4286,tiruchirappalli
